Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
124,Friday Aug 26,boxscore,CLE,@,SEA,L-wo,2,3,11,66-58,1,up 3.0,Murfee,Clase,,3:29,N,39870,.91,--,
125,Saturday Aug 27,boxscore,CLE,@,SEA,W,4,3,,67-58,1,up 3.0,Plesac,Muñoz,Clase,2:48,N,45586,.94,+,
126,Sunday Aug 28,boxscore,CLE,@,SEA,L,0,4,,67-59,1,up 2.0,Ray,Civale,,2:31,D,45190,.93,-,
127,Tuesday Aug 30,boxscore,CLE,,BAL,W,5,1,,68-59,1,up 1.5,Quantrill,Watkins,,2:37,N,12492,1.05,+,
128,Wednesday Aug 31,boxscore,CLE,,BAL,L,0,4,,68-60,1,up 1.5,Lyles,McKenzie,,2:54,N,12221,1.03,-,
129,Thursday Sep 1,boxscore,CLE,,BAL,L,0,3,,68-61,1,up 1.0,Bradish,Bieber,Bautista,2:41,N,11827,1.05,--,
130,Friday Sep 2,boxscore,CLE,,SEA,L,1,6,,68-62,1,up 1.0,Castillo,Morris,,2:57,N,21923,1.09,---,
131,Saturday Sep 3,boxscore,CLE,,SEA,L,0,4,,68-63,1,up 1.0,Ray,Curry,,3:19,N,26254,1.07,----,
132,Sunday Sep 4,boxscore,CLE,,SEA,L,3,6,11,68-64,1,Tied,Boyd,Stephan,Flexen,3:47,D,17809,1.10,-----,
133,Monday Sep 5,boxscore,CLE,@,KCR,W,6,5,10,69-64,1,up 1.0,Morgan,Hernández,Clase,3:17,N,11511,1.08,+,
134,Tuesday Sep 6,boxscore,CLE,@,KCR,W,4,1,,70-64,1,up 1.5,Bieber,Bubic,Karinchak,2:32,N,12580,1.07,++,
135,Wednesday Sep 7,boxscore,CLE,@,KCR,L-wo,1,2,,70-65,1,up 2.0,Barlow,Clase,,3:12,N,13394,.99,-,
136,Friday Sep 9,boxscore,CLE,@,MIN,W,7,6,,71-65,1,up 1.5,Quantrill,Bundy,Clase,3:36,N,18595,1.69,+,
137,Saturday Sep 10,boxscore,CLE,@,MIN,W,6,4,,72-65,1,up 1.5,McKenzie,Archer,Clase,3:27,N,26073,1.50,++,
138,Sunday Sep 11,boxscore,CLE,@,MIN,W,4,1,,73-65,1,up 2.5,Bieber,Winder,Karinchak,3:19,D,19016,1.40,+++,
139,Monday Sep 12,boxscore,CLE,,LAA,W,5,4,,74-65,1,up 3.0,De Los Santos,Loup,Clase,3:08,N,12461,.92,++++,
140,Tuesday Sep 13,boxscore,CLE,,LAA,W,3,1,,75-65,1,up 3.0,McCarty,Suarez,Clase,2:58,N,14419,.82,+++++,
141,Wednesday Sep 14,boxscore,CLE,,LAA,W,5,3,,76-65,1,up 4.0,Stephan,Tepera,Karinchak,2:56,D,14529,.83,++++++,
142,Thursday Sep 15,boxscore,CLE,,CHW,L,2,8,,76-66,1,up 3.0,Lynn,Gaddis,,3:04,D,11186,1.08,-,
143,Friday Sep 16,boxscore,CLE,,MIN,W,4,3,,77-66,1,up 4.0,Stephan,Duran,Clase,2:46,N,20669,1.20,+,
144,Saturday Sep 17 (1),boxscore,CLE,,MIN,W,5,1,,78-66,1,up 4.5,Bieber,Varland,,2:32,D,18177,.87,++,
145,Saturday Sep 17 (2),boxscore,CLE,,MIN,W-wo,7,6,15,79-66,1,up 4.5,McCarty,Rodríguez,,5:24,N,24449,.62,+++,
146,Sunday Sep 18,boxscore,CLE,,MIN,L,0,3,,79-67,1,up 3.5,Ryan,Morris,Duran,2:43,D,19601,.51,-,
147,Monday Sep 19,boxscore,CLE,,MIN,W,11,4,,80-67,1,up 4.0,Quantrill,Gray,Hentges,3:10,D,12168,.77,+,
148,Tuesday Sep 20,boxscore,CLE,@,CHW,W,10,7,11,81-67,1,up 5.0,Clase,Diekman,,3:57,N,23242,.91,++,
149,Wednesday Sep 21,boxscore,CLE,@,CHW,W,8,2,,82-67,1,up 6.0,McKenzie,Lynn,,2:31,N,22606,.37,+++,
150,Thursday Sep 22,boxscore,CLE,@,CHW,W,4,2,,83-67,1,up 7.0,Bieber,Cueto,Clase,2:33,N,23395,.10,++++,
151,Friday Sep 23,boxscore,CLE,@,TEX,W,6,3,,84-67,1,up 8.0,Morris,Hearn,Clase,3:31,N,34862,.03,+++++,
152,Saturday Sep 24,boxscore,CLE,@,TEX,W,4,2,,85-67,1,up 9.0,Quantrill,Burke,Clase,2:30,N,28415,.03,++++++,
153,Sunday Sep 25,boxscore,CLE,@,TEX,W,10,4,,86-67,1,up10.0,Civale,Ragans,,2:54,D,31845,.02,+++++++,
154,Tuesday Sep 27,boxscore,CLE,,TBR,L,5,6,11,86-68,1,up10.0,Guerra,Stephan,Faucher,4:06,N,10775,.02,-,
155,Wednesday Sep 28,boxscore,CLE,,TBR,W-wo,2,1,10,87-68,1,up11.0,Karinchak,Guerra,,3:19,N,10674,.02,+,
156,Thursday Sep 29,boxscore,CLE,,TBR,W,2,1,,88-68,1,up11.0,De Los Santos,Armstrong,Stephan,2:43,N,11783,.02,++,
157,Friday Sep 30,boxscore,CLE,,KCR,W,6,3,,89-68,1,up11.0,Civale,Singer,Clase,2:27,N,19753,.02,+++,
158,Saturday Oct 1,boxscore,CLE,,KCR,L,1,7,,89-69,1,up11.0,Bubic,Plesac,,3:21,N,26982,.01,-,
159,Sunday Oct 2,boxscore,CLE,,KCR,W,7,5,,90-69,1,up11.0,Bieber,Castillo,Clase,3:00,D,20622,.01,+,
160,Monday Oct 3,boxscore,CLE,,KCR,L,2,5,10,90-70,1,up10.0,Barlow,McCarty,Clarke,3:02,N,18688,.01,-,
161,Tuesday Oct 4,boxscore,CLE,,KCR,W,5,3,,91-70,1,up10.0,Quantrill,Lynch,Clase,2:33,N,19455,.01,+,
162,Wednesday Oct 5,boxscore,CLE,,KCR,W,9,2,,92-70,1,up11.0,Civale,Heasley,,2:39,D,12983,.00,++,

1,Friday Apr 8,boxscore,COL,,LAD,L,3,5,,0-1,5,1.0,Buehler,Freeland,Kimbrel,3:09,D,48627,1.01,-,
2,Saturday Apr 9,boxscore,COL,,LAD,W,3,2,,1-1,2,0.5,Estévez,Treinen,Bard,2:48,N,48087,.92,+,
3,Sunday Apr 10,boxscore,COL,,LAD,W,9,4,,2-1,2,0.5,Chacín,Urías,Blach,3:13,D,40825,1.01,++,
4,Monday Apr 11,boxscore,COL,@,TEX,W,6,4,10,3-1,2,0.5,Bard,Holland,Goudeau,4:01,D,35052,.94,+++,
5,Tuesday Apr 12,boxscore,COL,@,TEX,W,4,1,,4-1,1,up 0.5,Chacín,Pérez,Bard,3:09,N,15862,.97,++++,
6,Thursday Apr 14,boxscore,COL,,CHC,L,2,5,,4-2,1,Tied,Thompson,Freeland,Givens,3:02,N,24444,1.08,-,
7,Friday Apr 15,boxscore,COL,,CHC,W,6,5,,5-2,1,Tied,Blach,Stroman,Bard,3:26,N,35450,1.02,+,
8,Saturday Apr 16,boxscore,COL,,CHC,W,9,6,,6-2,1,Tied,Senzatela,Leiter,Bard,2:58,N,37476,1.02,++,
9,Sunday Apr 17,boxscore,COL,,CHC,L,4,6,,6-3,3,1.0,Wick,Gomber,Robertson,3:19,D,36391,1.06,-,
10,Monday Apr 18,boxscore,COL,,PHI,W,4,1,,7-3,3,1.0,Kuhl,Nola,Colomé,2:53,N,20403,.98,+,
11,Tuesday Apr 19,boxscore,COL,,PHI,W,6,5,,8-3,1,Tied,Lawrence,Domínguez,Bard,3:02,N,23800,1.05,++,
12,Wednesday Apr 20,boxscore,COL,,PHI,L,6,9,,8-4,2,1.0,Hand,Chacín,Knebel,3:09,D,21490,1.07,-,
13,Saturday Apr 23 (1),boxscore,COL,@,DET,L,0,13,,8-5,3,1.0,Skubal,Senzatela,,3:02,D,37566,1.02,--,
14,Saturday Apr 23 (2),boxscore,COL,@,DET,W,3,2,,9-5,3,1.0,Gomber,Brieske,Colomé,2:47,N,28635,.95,+,
15,Sunday Apr 24,boxscore,COL,@,DET,W,6,2,,10-5,3,1.0,Kuhl,Alexander,,2:55,D,20088,1.01,++,
16,Monday Apr 25,boxscore,COL,@,PHI,L,2,8,,10-6,3,2.0,Gibson,Freeland,,3:09,N,20130,1.08,-,
17,Tuesday Apr 26,boxscore,COL,@,PHI,L,3,10,,10-7,4,2.5,Eflin,Márquez,,3:19,N,22300,1.02,--,
18,Wednesday Apr 27,boxscore,COL,@,PHI,L,3,7,,10-8,4,2.5,Suárez,Feltner,,3:20,N,20127,.99,---,
19,Thursday Apr 28,boxscore,COL,@,PHI,L,1,7,,10-9,4,3.0,Wheeler,Gomber,,3:08,D,20098,.99,----,
20,Friday Apr 29,boxscore,COL,,CIN,W,10,4,,11-9,4,2.5,Senzatela,Greene,,3:25,N,30206,.89,+,
21,Saturday Apr 30,boxscore,COL,,CIN,W,4,3,,12-9,4,2.0,Kuhl,Warren,Bard,2:31,N,32179,.90,++,
22,Sunday May 1,boxscore,COL,,CIN,W,10,1,,13-9,4,1.5,Freeland,Sanmartin,,2:56,D,32574,.97,+++,
23,Tuesday May 3,boxscore,COL,,WSN,L,2,10,,13-10,4,2.5,Fedde,Márquez,,2:39,N,20758,1.04,-,
24,Wednesday May 4,boxscore,COL,,WSN,W,5,2,,14-10,3,2.5,Gomber,Corbin,Bard,2:18,N,19387,.99,+,
25,Thursday May 5,boxscore,COL,,WSN,W,9,7,,15-10,3,2.0,Chacín,Sanchez,Bard,3:25,D,30139,.98,++,
26,Friday May 6,boxscore,COL,@,ARI,L,1,4,,15-11,3,2.5,Kelly,Estévez,Melancon,2:47,N,18551,1.11,-,
27,Saturday May 7,boxscore,COL,@,ARI,W,4,1,,16-11,3,3.0,Colomé,Melancon,Bard,3:19,N,24133,1.06,+,
28,Sunday May 8,boxscore,COL,@,ARI,L,0,4,,16-12,3,4.0,Gallen,Márquez,,2:44,D,19323,1.07,-,
29,Monday May 9,boxscore,COL,@,SFG,L,5,8,,16-13,4,4.0,Rodón,Gomber,,3:15,N,20039,1.06,--,
30,Tuesday May 10,boxscore,COL,@,SFG,L,2,9,,16-14,5,5.0,Wood,Senzatela,,3:10,N,21472,1.02,---,
31,Wednesday May 11,boxscore,COL,@,SFG,L,1,7,,16-15,5,5.0,Cobb,Kuhl,,3:14,D,23341,.96,----,
32,Friday May 13,boxscore,COL,,KCR,L,10,14,,16-16,5,4.5,Coleman,Freeland,Barlow,3:53,N,35176,.85,-----,
33,Saturday May 14,boxscore,COL,,KCR,W,10,4,,17-16,5,3.5,Márquez,Hernández,,2:39,N,40534,.82,+,
34,Sunday May 15,boxscore,COL,,KCR,L,7,8,,17-17,5,4.5,Staumont,Bard,Barlow,3:23,D,34505,.86,-,
35,Monday May 16,boxscore,COL,,SFG,L,6,7,,17-18,5,5.5,Brebbia,Bard,Doval,3:23,N,23180,.90,--,
36,Tuesday May 17,boxscore,COL,,SFG,L,7,10,,17-19,4,7.0,Cobb,Kuhl,Doval,3:40,N,25735,.86,---,
37,Wednesday May 18,boxscore,COL,,SFG,W,5,3,,18-19,4,7.0,Kinley,Alvarez,Bard,2:42,D,26713,.75,+,
38,Saturday May 21 (1),boxscore,COL,,NYM,L,1,5,,18-20,5,8.0,Carrasco,Márquez,,2:55,D,20737,.76,-,
39,Saturday May 21 (2),boxscore,COL,,NYM,W,11,3,,19-20,5,8.0,Goudeau,Williams,,2:58,N,25783,.71,+,
40,Sunday May 22,boxscore,COL,,NYM,L,0,2,,19-21,5,8.0,Walker,Gomber,Díaz,2:34,D,35248,.71,-,
41,Monday May 23,boxscore,COL,@,PIT,L,1,2,,19-22,5,9.0,Bednar,Kinley,,3:05,N,8376,.67,--,
42,Tuesday May 24,boxscore,COL,@,PIT,W,2,1,10,20-22,5,9.0,Bard,Bednar,,3:21,N,9009,.63,+,
43,Wednesday May 25,boxscore,COL,@,PIT,L,5,10,,20-23,5,9.0,Peters,Lawrence,,3:20,D,10014,.66,-,
44,Thursday May 26,boxscore,COL,@,WSN,L,3,7,,20-24,5,10.0,Corbin,Márquez,,2:40,N,16264,.64,--,
45,Saturday May 28 (1),boxscore,COL,@,WSN,L,7,13,,20-25,5,11.0,Ramírez,Gomber,,3:37,D,20294,.58,---,
46,Saturday May 28 (2),boxscore,COL,@,WSN,W,3,2,,21-25,5,11.0,Kuhl,Finnegan,Bard,2:53,N,26535,.53,+,
47,Sunday May 29,boxscore,COL,@,WSN,L,5,6,,21-26,5,12.0,Gray,Freeland,Rainey,3:13,D,25225,.58,-,
48,Monday May 30,boxscore,COL,,MIA,W,7,1,,22-26,5,11.0,Feltner,Sulser,,2:56,D,40275,.53,+,
49,Wednesday Jun 1 (1),boxscore,COL,,MIA,L,1,14,,22-27,5,10.0,Cabrera,Senzatela,,3:00,D,,.59,-,
50,Wednesday Jun 1 (2),boxscore,COL,,MIA,W-wo,13,12,10,23-27,5,10.0,Bard,Sulser,,4:14,D,22719,.53,+,
51,Thursday Jun 2,boxscore,COL,,ATL,L,6,13,,23-28,5,11.0,Anderson,Gomber,,2:58,N,26594,.60,-,
52,Friday Jun 3,boxscore,COL,,ATL,L,1,3,10,23-29,5,12.0,Minter,Estévez,Jansen,3:32,N,37336,.54,--,
53,Saturday Jun 4,boxscore,COL,,ATL,L,2,6,11,23-30,5,12.0,Minter,Chacín,,3:34,N,41054,.48,---,
54,Sunday Jun 5,boxscore,COL,,ATL,L,7,8,,23-31,5,12.0,Morton,Feltner,Jansen,3:33,D,39409,.44,----,
55,Tuesday Jun 7,boxscore,COL,@,SFG,W,5,3,,24-31,5,11.0,Márquez,Littell,Bard,3:13,N,24785,.40,+,
56,Wednesday Jun 8,boxscore,COL,@,SFG,L-wo,1,2,10,24-32,5,12.0,Doval,Estévez,,2:49,N,21535,.48,-,
57,Thursday Jun 9,boxscore,COL,@,SFG,W,4,2,,25-32,5,12.0,Gomber,Webb,Colomé,2:56,D,23780,.42,+,
58,Friday Jun 10,boxscore,COL,@,SDP,L,0,9,,25-33,5,12.0,Musgrove,Kuhl,,3:04,N,35207,.43,-,
59,Saturday Jun 11 (1),boxscore,COL,@,SDP,L-wo,1,2,10,25-34,5,11.5,Wilson,Estévez,,3:03,D,31415,.40,--,
60,Saturday Jun 11 (2),boxscore,COL,@,SDP,W,6,2,,26-34,5,11.5,Freeland,Gore,,3:20,N,30040,.34,+,
61,Sunday Jun 12,boxscore,COL,@,SDP,W,4,2,,27-34,5,10.5,Márquez,García,Bard,2:41,D,41754,.39,++,
62,Tuesday Jun 14,boxscore,COL,,CLE,L,3,4,10,27-35,5,11.5,Shaw,Stephenson,Clase,3:02,N,28377,.35,-,
63,Wednesday Jun 15,boxscore,COL,,CLE,L,5,7,,27-36,5,12.5,Shaw,Gomber,Clase,3:02,N,23838,.31,--,
64,Thursday Jun 16,boxscore,COL,,CLE,L,2,4,,27-37,5,13.5,McKenzie,Kuhl,Clase,2:50,D,26629,.26,---,
65,Friday Jun 17,boxscore,COL,,SDP,W,10,4,,28-37,5,12.5,Freeland,Gore,,2:55,N,34304,.24,+,
66,Saturday Jun 18,boxscore,COL,,SDP,W,5,4,,29-37,5,12.0,Colomé,García,Bard,2:42,N,38768,.26,++,
67,Sunday Jun 19,boxscore,COL,,SDP,W,8,3,,30-37,5,11.0,Senzatela,Snell,,3:24,D,47342,.28,+++,
68,Tuesday Jun 21,boxscore,COL,@,MIA,L,8,9,,30-38,5,12.0,Okert,Colomé,Scott,3:42,N,9012,.32,-,
69,Wednesday Jun 22,boxscore,COL,@,MIA,L,4,7,,30-39,5,13.0,López,Kuhl,,3:08,N,8983,.28,--,
70,Thursday Jun 23,boxscore,COL,@,MIA,L,2,3,,30-40,5,14.0,Okert,Colomé,Scott,3:17,D,11854,.24,---,
71,Friday Jun 24,boxscore,COL,@,MIN,W,1,0,,31-40,5,14.0,Márquez,Bundy,Bard,2:17,N,24643,.19,+,
72,Saturday Jun 25,boxscore,COL,@,MIN,L,0,6,,31-41,5,14.0,Archer,Senzatela,,2:54,N,24578,.24,-,
73,Sunday Jun 26,boxscore,COL,@,MIN,L,3,6,,31-42,5,15.0,Ryan,Feltner,Duran,3:06,D,28048,.18,--,
74,Monday Jun 27,boxscore,COL,,LAD,W,4,0,,32-42,5,14.0,Kuhl,Anderson,,2:19,N,38706,.18,+,
75,Tuesday Jun 28,boxscore,COL,,LAD,W,7,4,,33-42,5,13.0,Freeland,Kershaw,,2:45,N,36097,.21,++,
76,Wednesday Jun 29,boxscore,COL,,LAD,L,4,8,,33-43,5,14.0,Urías,Márquez,,2:56,N,37092,.25,-,
77,Friday Jul 1,boxscore,COL,,ARI,L,3,9,,33-44,5,15.5,Kelly,Senzatela,,2:42,N,47588,.18,--,
78,Saturday Jul 2,boxscore,COL,,ARI,W,11,7,,34-44,5,15.5,Gomber,Keuchel,,2:47,N,48331,.16,+,
79,Sunday Jul 3,boxscore,COL,,ARI,W,6,5,,35-44,4,14.5,Bird,Ramirez,Bard,3:09,D,33479,.18,++,
80,Monday Jul 4,boxscore,COL,@,LAD,L,3,5,,35-45,5,15.5,Urías,Freeland,Almonte,3:06,N,47163,.22,-,
81,Tuesday Jul 5,boxscore,COL,@,LAD,L,2,5,,35-46,5,16.5,Pepiot,Márquez,Graterol,3:00,N,45885,.17,--,
82,Wednesday Jul 6,boxscore,COL,@,LAD,L-wo,1,2,,35-47,5,17.5,Kimbrel,Bard,,3:01,N,45098,.15,---,
83,Thursday Jul 7,boxscore,COL,@,ARI,W,4,3,,36-47,5,17.5,Estévez,Melancon,Bard,2:57,N,11727,.12,+,
84,Friday Jul 8,boxscore,COL,@,ARI,W,6,5,,37-47,4,17.5,Kuhl,Poppen,Colomé,3:28,N,15524,.15,++,
85,Saturday Jul 9,boxscore,COL,@,ARI,L,2,9,,37-48,5,18.5,Bumgarner,Freeland,,3:03,D,21819,.17,-,
86,Sunday Jul 10,boxscore,COL,@,ARI,W,3,2,,38-48,4,18.5,Márquez,Middleton,Bard,2:43,D,18126,.13,+,
87,Monday Jul 11,boxscore,COL,,SDP,L,5,6,,38-49,5,19.0,Manaea,Ureña,Rogers,3:01,N,27592,.20,-,
88,Tuesday Jul 12,boxscore,COL,,SDP,W,5,3,,39-49,4,18.0,Gomber,Clevinger,Bard,3:11,N,26577,.15,+,
89,Wednesday Jul 13,boxscore,COL,,SDP,W,10,6,,40-49,4,18.0,Stephenson,Scott,,3:40,N,25725,.18,++,
90,Thursday Jul 14,boxscore,COL,,SDP,W,8,5,,41-49,4,18.0,Chacín,Crismatt,Estévez,3:42,D,28077,.22,+++,
91,Friday Jul 15,boxscore,COL,,PIT,W,13,2,,42-49,4,18.0,Márquez,Quintana,,3:03,N,33710,.23,++++,
92,Saturday Jul 16,boxscore,COL,,PIT,W,2,0,,43-49,4,18.0,Ureña,Keller,Bard,2:40,D,34169,.25,+++++,
93,Sunday Jul 17,boxscore,COL,,PIT,L,3,8,,43-50,4,18.5,Beede,Bird,,3:13,D,27591,.25,-,
94,Friday Jul 22,boxscore,COL,@,MIL,L-wo,5,6,13,43-51,4,20.0,Suter,Bird,,4:44,N,33357,.23,--,
95,Saturday Jul 23,boxscore,COL,@,MIL,L,4,9,,43-52,4,21.0,Woodruff,Ureña,,3:13,N,31694,.19,---,
96,Sunday Jul 24,boxscore,COL,@,MIL,L,9,10,,43-53,4,22.0,Suter,Colomé,Hader,4:17,D,36465,.18,----,
97,Monday Jul 25,boxscore,COL,@,MIL,W,2,0,,44-53,4,21.0,Freeland,Ashby,Bard,2:50,N,25194,.15,+,
98,Tuesday Jul 26,boxscore,COL,,CHW,L,1,2,,44-54,5,21.0,Kopech,Márquez,Hendriks,3:16,N,40233,.17,-,
99,Wednesday Jul 27,boxscore,COL,,CHW,W-wo,6,5,,45-54,5,21.0,Stephenson,Graveman,,3:36,D,30731,.15,+,
100,Thursday Jul 28,boxscore,COL,,LAD,L,0,13,,45-55,5,22.0,Anderson,Ureña,,3:06,N,32182,.16,-,
101,Friday Jul 29,boxscore,COL,,LAD,L,4,5,,45-56,5,23.0,Urías,Kuhl,Kimbrel,3:12,N,41656,.12,--,
102,Saturday Jul 30,boxscore,COL,,LAD,W,5,3,,46-56,4,22.0,Freeland,Kershaw,Bard,2:43,N,47415,.09,+,
103,Sunday Jul 31,boxscore,COL,,LAD,L,3,7,,46-57,4,23.0,Gonsolin,Márquez,,3:11,D,36212,.11,-,
104,Monday Aug 1,boxscore,COL,@,SDP,L,1,4,,46-58,4,24.0,Clevinger,Senzatela,García,2:51,N,29983,.09,--,
105,Tuesday Aug 2 (1),boxscore,COL,@,SDP,L,5,13,,46-59,5,25.5,Darvish,Bird,,3:35,D,23828,.07,---,
106,Tuesday Aug 2 (2),boxscore,COL,@,SDP,L-wo,2,3,,46-60,5,25.5,Hader,Colomé,,3:10,N,30759,.04,----,
107,Wednesday Aug 3,boxscore,COL,@,SDP,L,1,9,,46-61,5,26.5,Snell,Kuhl,,3:04,N,44652,.03,-----,
108,Thursday Aug 4,boxscore,COL,@,SDP,W,7,3,,47-61,5,26.5,Freeland,Musgrove,,3:41,D,30366,.02,+,
109,Friday Aug 5,boxscore,COL,@,ARI,L,5,6,,47-62,5,27.5,Devenski,Colomé,Kennedy,3:02,N,17720,.02,-,
110,Saturday Aug 6,boxscore,COL,@,ARI,W,3,2,,48-62,5,27.5,Estévez,Kennedy,Bard,2:33,N,21146,.01,+,
111,Sunday Aug 7,boxscore,COL,@,ARI,L,4,6,,48-63,5,28.5,Devenski,Colomé,Melancon,3:17,D,20644,.02,-,
112,Tuesday Aug 9,boxscore,COL,,STL,W,16,5,,49-63,5,28.5,Feltner,Mikolas,,3:05,N,35011,.02,+,
113,Wednesday Aug 10,boxscore,COL,,STL,L,5,9,,49-64,5,29.5,Quintana,Freeland,,3:21,N,35164,.02,-,
114,Thursday Aug 11,boxscore,COL,,STL,W,8,6,,50-64,5,29.0,Gilbreath,Hicks,Bard,3:15,D,30293,.01,+,
115,Friday Aug 12,boxscore,COL,,ARI,W,5,3,,51-64,5,29.0,Lamet,Devenski,Estévez,2:33,N,32055,.01,++,
116,Saturday Aug 13,boxscore,COL,,ARI,L,0,6,,51-65,5,30.0,Gallen,Ureña,,2:47,N,35233,.01,-,
117,Sunday Aug 14,boxscore,COL,,ARI,L,4,7,,51-66,5,30.0,Henry,Feltner,Kennedy,3:08,D,32442,.01,--,
118,Tuesday Aug 16,boxscore,COL,@,STL,L-wo,4,5,,51-67,5,30.5,Helsley,Lamet,,3:08,N,39105,.01,---,
119,Wednesday Aug 17,boxscore,COL,@,STL,L,1,5,,51-68,5,31.5,Montgomery,Márquez,,3:06,N,38033,.00,----,
120,Thursday Aug 18,boxscore,COL,@,STL,L,0,13,,51-69,5,31.5,Wainwright,Senzatela,,2:45,D,36137,.00,-----,
121,Friday Aug 19,boxscore,COL,,SFG,W,7,4,,52-69,5,31.5,Ureña,Wood,Bard,2:56,N,31604,.00,+,
122,Saturday Aug 20,boxscore,COL,,SFG,W-wo,4,3,10,53-69,5,31.5,Gilbreath,Doval,,3:07,N,35278,.00,++,
123,Sunday Aug 21,boxscore,COL,,SFG,L,8,9,11,53-70,5,32.5,Leone,Bird,Littell,3:47,D,30682,.00,-,
124,Tuesday Aug 23,boxscore,COL,,TEX,W,7,6,,54-70,5,32.0,Lawrence,Burke,Bard,2:37,N,28533,.00,+,
125,Wednesday Aug 24,boxscore,COL,,TEX,L,4,16,,54-71,5,33.0,Pérez,Ureña,,3:08,D,25213,.00,-,
126,Thursday Aug 25,boxscore,COL,@,NYM,L,1,3,,54-72,5,33.5,deGrom,Feltner,Ottavino,2:58,N,37377,.00,--,
127,Friday Aug 26,boxscore,COL,@,NYM,L-wo,6,7,,54-73,5,34.5,Díaz,Bard,,3:09,N,32447,.00,---,
128,Saturday Aug 27,boxscore,COL,@,NYM,L,0,3,,54-74,5,34.5,Peterson,Freeland,Ottavino,2:54,N,42617,.00,----,
129,Sunday Aug 28,boxscore,COL,@,NYM,W,1,0,,55-74,5,34.5,Márquez,Scherzer,Bard,2:50,D,36396,.00,+,
130,Tuesday Aug 30,boxscore,COL,@,ATL,W,3,2,,56-74,5,35.0,Ureña,Fried,Bard,3:34,N,34237,.00,++,
131,Wednesday Aug 31,boxscore,COL,@,ATL,L,2,3,,56-75,5,35.0,Wright,Feltner,Jansen,2:29,N,29554,.00,-,
132,Thursday Sep 1,boxscore,COL,@,ATL,L,0,3,,56-76,5,35.0,Strider,Kuhl,Jansen,2:23,N,31203,.00,--,
133,Friday Sep 2,boxscore,COL,@,CIN,L-wo,2,3,,56-77,5,35.0,Díaz,Colomé,,2:58,N,16763,.00,---,
134,Sunday Sep 4 (1),boxscore,COL,@,CIN,W,8,4,,57-77,5,36.0,Márquez,Kuhnel,,2:58,D,,.00,+,
135,Sunday Sep 4 (2),boxscore,COL,@,CIN,L,0,10,,57-78,5,36.0,Law,Ureña,,2:49,D,23060,.00,-,
136,Monday Sep 5,boxscore,COL,,MIL,L,4,6,,57-79,5,36.0,Houser,Feltner,Williams,3:15,D,32627,.00,--,
137,Tuesday Sep 6,boxscore,COL,,MIL,W-wo,10,7,10,58-79,5,36.0,Bard,Rogers,,3:01,N,22329,.00,+,
138,Wednesday Sep 7,boxscore,COL,,MIL,W,8,4,,59-79,5,36.0,Freeland,Lauer,,2:35,D,20278,.00,++,
139,Friday Sep 9,boxscore,COL,,ARI,W-wo,13,10,,60-79,5,35.0,Bard,Smith,,3:05,N,34848,.00,+++,
140,Saturday Sep 10,boxscore,COL,,ARI,W,4,1,,61-79,5,35.0,Lawrence,Bumgarner,Bard,3:01,N,27871,.00,++++,
141,Sunday Sep 11,boxscore,COL,,ARI,L,6,12,,61-80,5,36.0,Gallen,Feltner,,3:46,D,27546,.00,-,
142,Tuesday Sep 13,boxscore,COL,@,CHW,L,2,4,,61-81,5,37.5,Kopech,Kuhl,Hendriks,2:40,N,23606,.00,--,
143,Wednesday Sep 14,boxscore,COL,@,CHW,W,3,0,,62-81,5,36.5,Freeland,Cease,Bard,3:07,D,16654,.00,+,
144,Friday Sep 16,boxscore,COL,@,CHC,L,1,2,,62-82,5,37.5,Stroman,Márquez,Rodríguez,2:10,D,31775,.00,-,
145,Saturday Sep 17,boxscore,COL,@,CHC,W,3,1,,63-82,5,37.5,Estévez,Alzolay,Bard,2:48,D,34530,.00,+,
146,Sunday Sep 18,boxscore,COL,@,CHC,W,4,3,,64-82,5,37.5,Feltner,Assad,Bard,3:07,D,35627,.00,++,
147,Monday Sep 19,boxscore,COL,,SFG,L,7,10,10,64-83,5,38.5,Doval,Hollowell,Alexander,3:45,N,23055,.00,-,
148,Tuesday Sep 20,boxscore,COL,,SFG,L,3,6,,64-84,5,39.0,Rogers,Freeland,García,3:07,N,23942,.00,--,
149,Wednesday Sep 21,boxscore,COL,,SFG,L,1,6,,64-85,5,39.0,Webb,Márquez,,2:39,N,23293,.00,---,
150,Thursday Sep 22,boxscore,COL,,SFG,L,0,3,,64-86,5,40.0,Cotton,Ureña,Doval,3:02,D,25669,.00,----,
151,Friday Sep 23,boxscore,COL,,SDP,W-wo,4,3,10,65-86,5,39.0,Bard,Morejón,,3:23,N,48321,.00,+,
152,Saturday Sep 24,boxscore,COL,,SDP,L,3,9,,65-87,5,40.0,Darvish,Kuhl,,3:14,N,45983,.00,-,
153,Sunday Sep 25,boxscore,COL,,SDP,L,6,13,,65-88,5,41.0,Suarez,Freeland,,3:43,D,40503,.00,--,
154,Tuesday Sep 27,boxscore,COL,@,SFG,L,2,5,,65-89,5,41.0,Webb,Márquez,,2:33,N,24218,.00,---,
155,Wednesday Sep 28,boxscore,COL,@,SFG,L,3,6,,65-90,5,42.0,Hjelle,Ureña,,3:19,N,22663,.00,----,
